Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Product id,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency),Base Plan ID,Offer ID,Order Number,Order Charged Date,Order Charged Timestamp,Financial Status,Device Model,Product ID,SKU ID,Currency of Sale,Item Price,Taxes Collected,Charged Amount,City of Buyer,State of Buyer,Postal Code of Buyer,Country of Buyer
GPA.3345-8622-1982-51549,"Jun 1, 2021",12:15:21 PM PDT,,Charge,,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,premium,OnePlus7ProTMO,US,WA,98204,USD,2.49,0.81765,EUR,2.04,,,,,,,,,,,,,,,,,
GPA.3345-8622-1982-51549,"Jun 1, 2021",12:15:21 PM PDT,,Google fee,,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,premium,OnePlus7ProTMO,US,WA,98204,USD,-0.75,0.81765,EUR,-0.61,,,,,,,,,,,,,,,,,
GPA.3309-9945-4854-73987,"Jun 1, 2021",12:15:56 PM PDT,,Charge,,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,unlockcharactermanager,OnePlus7ProTMO,US,WA,98204,USD,1.99,0.81765,EUR,1.63,,,,,,,,,,,,,,,,,
GPA.3309-9945-4854-73987,"Jun 1, 2021",12:15:56 PM PDT,,Google fee,,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,unlockcharactermanager,OnePlus7ProTMO,US,WA,98204,USD,-0.6,0.81765,EUR,-0.49,,,,,,,,,,,,,,,,,
GPA.3370-7096-7934-01916,"Jun 1, 2021",5:38:09 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,HydrogenONE,US,IL,62011,USD,5.49,0.8187,EUR,4.49,,,,,,,,,,,,,,,,,
GPA.3370-7096-7934-01916,"Jun 1, 2021",5:38:09 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,HydrogenONE,US,IL,62011,USD,-1.65,0.8187,EUR,-1.35,,,,,,,,,,,,,,,,,
GPA.3301-2849-0660-49349,"Jun 1, 2021",10:46:39 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,100005209,US,MN,55320,USD,3.49,0.81825,EUR,2.86,,,,,,,,,,,,,,,,,
GPA.3301-2849-0660-49349,"Jun 1, 2021",10:46:39 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,100005209,US,MN,55320,USD,-1.05,0.81825,EUR,-0.86,,,,,,,,,,,,,,,,,
GPA.3372-1497-1097-13226,"Jun 2, 2021",7:51:43 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,r8q,US,WI,54220,USD,5.49,0.82065,EUR,4.51,,,,,,,,,,,,,,,,,
GPA.3372-1497-1097-13226,"Jun 2, 2021",7:51:43 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,r8q,US,WI,54220,USD,-1.65,0.82065,EUR,-1.35,,,,,,,,,,,,,,,,,
GPA.3397-6490-8608-67650,"Jun 2, 2021",9:14:16 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,star2qltesq,US,TX,78250,USD,5.49,0.81925,EUR,4.5,,,,,,,,,,,,,,,,,
GPA.3397-6490-8608-67650,"Jun 2, 2021",9:14:16 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,star2qltesq,US,TX,78250,USD,-1.65,0.81925,EUR,-1.35,,,,,,,,,,,,,,,,,
GPA.3378-4840-7906-77859,"Jun 2, 2021",10:32:52 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,OnePlus8TMO,US,OK,74830,USD,3.49,0.81875,EUR,2.86,,,,,,,,,,,,,,,,,
GPA.3378-4840-7906-77859,"Jun 2, 2021",10:32:52 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,OnePlus8TMO,US,OK,74830,USD,-1.05,0.81875,EUR,-0.86,,,,,,,,,,,,,,,,,
GPA.3337-5066-3972-21487,"Jun 2, 2021",12:11:44 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,beyond1,IL,,7548207,ILS,12.9,0.25224,EUR,3.25,,,,,,,,,,,,,,,,,
GPA.3337-5066-3972-21487,"Jun 2, 2021",12:11:44 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,beyond1,IL,,7548207,ILS,-3.9,0.25224,EUR,-0.98,,,,,,,,,,,,,,,,,
GPA.3300-4898-3971-53254,"Jun 2, 2021",1:21:50 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,coral,GB,,YO24 4NG,GBP,2.44,1.1605,EUR,2.83,,,,,,,,,,,,,,,,,
GPA.3394-2237-3685-76725,"Jun 2, 2021",1:57:13 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,beyond0,SE,,226 48,SEK,17.36,0.099078,EUR,1.72,,,,,,,,,,,,,,,,,
GPA.3378-4260-3267-02950,"Jun 2, 2021",3:49:27 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,judypn,US,OK,74429,USD,3.49,0.8189,EUR,2.86,,,,,,,,,,,,,,,,,
GPA.3378-4260-3267-02950,"Jun 2, 2021",3:49:27 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,judypn,US,OK,74429,USD,-1.05,0.8189,EUR,-0.86,,,,,,,,,,,,,,,,,
GPA.3382-2426-0245-19371,"Jun 2, 2021",5:14:34 PM PDT,,Charge,,Premium account - removes ads (Dungeon Messenger),com.vansteinengroentjes.ddchat,1,premium,mdh50lm,US,WI,54741,USD,4.49,0.8189,EUR,3.68,,,,,,,,,,,,,,,,,
GPA.3382-2426-0245-19371,"Jun 2, 2021",5:14:34 PM PDT,,Google fee,,Premium account - removes ads (Dungeon Messenger),com.vansteinengroentjes.ddchat,1,premium,mdh50lm,US,WI,54741,USD,-1.35,0.8189,EUR,-1.11,,,,,,,,,,,,,,,,,
GPA.3397-4615-9124-67351,"Jun 2, 2021",8:56:21 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,minsk,US,WV,25123,USD,5.49,0.81925,EUR,4.5,,,,,,,,,,,,,,,,,
GPA.3397-4615-9124-67351,"Jun 2, 2021",8:56:21 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,minsk,US,WV,25123,USD,-1.65,0.81925,EUR,-1.35,,,,,,,,,,,,,,,,,
GPA.3382-5533-6587-70559,"Jun 2, 2021",8:56:34 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,minsk,US,WV,25123,USD,3.49,0.81925,EUR,2.86,,,,,,,,,,,,,,,,,
GPA.3382-5533-6587-70559,"Jun 2, 2021",8:56:34 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,minsk,US,WV,25123,USD,-1.05,0.81925,EUR,-0.86,,,,,,,,,,,,,,,,,
GPA.3345-6361-4033-15796,"Jun 2, 2021",11:16:07 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a11q,US,CA,90803,USD,5.49,0.81955,EUR,4.5,,,,,,,,,,,,,,,,,
GPA.3345-6361-4033-15796,"Jun 2, 2021",11:16:07 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a11q,US,CA,90803,USD,-1.65,0.81955,EUR,-1.35,,,,,,,,,,,,,,,,,
GPA.3302-4797-0047-31337,"Jun 3, 2021",1:16:46 AM PDT,,Charge,,Remove advertisements (Whisky App),com.vansteinengroentjes.apps.whisky,1,com.vansteinengroentjes.apps.whisky.adverts,d2x,GB,,G4 0HF,GBP,0.78,1.1616,EUR,0.91,,,,,,,,,,,,,,,,,
GPA.3355-0549-7639-66352,"Jun 3, 2021",9:28:31 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,taimen,US,AZ,85203,USD,3.49,0.82395,EUR,2.88,,,,,,,,,,,,,,,,,
GPA.3355-0549-7639-66352,"Jun 3, 2021",9:28:31 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,taimen,US,AZ,85203,USD,-1.05,0.82395,EUR,-0.87,,,,,,,,,,,,,,,,,
GPA.3315-4276-0178-03742,"Jun 3, 2021",1:46:27 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,r8q,US,WA,98662,USD,5.49,0.82465,EUR,4.53,,,,,,,,,,,,,,,,,
GPA.3315-4276-0178-03742,"Jun 3, 2021",1:46:27 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,r8q,US,WA,98662,USD,-1.65,0.82465,EUR,-1.36,,,,,,,,,,,,,,,,,
GPA.3328-9013-2180-45727,"Jun 3, 2021",2:05:29 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,konawifi,US,PA,15108,USD,5.49,0.8245,EUR,4.53,,,,,,,,,,,,,,,,,
GPA.3328-9013-2180-45727,"Jun 3, 2021",2:05:29 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,konawifi,US,PA,15108,USD,-1.65,0.8245,EUR,-1.36,,,,,,,,,,,,,,,,,
GPA.3381-4880-7992-92913,"Jun 3, 2021",5:55:58 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,o1q,US,CA,91913,USD,5.49,0.82435,EUR,4.53,,,,,,,,,,,,,,,,,
GPA.3381-4880-7992-92913,"Jun 3, 2021",5:55:58 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,o1q,US,CA,91913,USD,-1.65,0.82435,EUR,-1.36,,,,,,,,,,,,,,,,,
GPA.3308-7535-7611-67463,"Jun 3, 2021",7:42:02 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,ocean,US,FL,33773,USD,3.49,0.82455,EUR,2.88,,,,,,,,,,,,,,,,,
GPA.3308-7535-7611-67463,"Jun 3, 2021",7:42:02 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,ocean,US,FL,33773,USD,-1.05,0.82455,EUR,-0.87,,,,,,,,,,,,,,,,,
GPA.3322-8772-7949-76863,"Jun 3, 2021",11:06:09 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,mdh50lm,US,TX,79412,USD,3.49,0.8255,EUR,2.88,,,,,,,,,,,,,,,,,
GPA.3322-8772-7949-76863,"Jun 3, 2021",11:06:09 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,mdh50lm,US,TX,79412,USD,-1.05,0.8255,EUR,-0.87,,,,,,,,,,,,,,,,,
GPA.3318-6051-7431-41605,"Jun 4, 2021",6:01:46 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a51x,US,NJ,07480,USD,3.49,0.8255,EUR,2.88,,,,,,,,,,,,,,,,,
GPA.3318-6051-7431-41605,"Jun 4, 2021",6:01:46 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a51x,US,NJ,07480,USD,-1.05,0.8255,EUR,-0.87,,,,,,,,,,,,,,,,,
GPA.3351-6320-5128-28222,"Jun 4, 2021",6:16:44 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,m31,NL,,7523 ZA,EUR,1.73,1.0,EUR,1.73,,,,,,,,,,,,,,,,,
GPA.3356-7810-2835-33779,"Jun 4, 2021",6:52:58 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,OnePlus7Pro,US,MO,64029,USD,5.49,0.8255,EUR,4.53,,,,,,,,,,,,,,,,,
GPA.3356-7810-2835-33779,"Jun 4, 2021",6:52:58 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,OnePlus7Pro,US,MO,64029,USD,-1.65,0.8255,EUR,-1.36,,,,,,,,,,,,,,,,,
GPA.3359-8877-8161-88311,"Jun 4, 2021",2:15:20 PM PDT,,Charge,,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,unlockcharactermanager,crosshatch,US,AZ,85204,USD,1.99,0.8218,EUR,1.64,,,,,,,,,,,,,,,,,
GPA.3359-8877-8161-88311,"Jun 4, 2021",2:15:20 PM PDT,,Google fee,,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,unlockcharactermanager,crosshatch,US,AZ,85204,USD,-0.6,0.8218,EUR,-0.49,,,,,,,,,,,,,,,,,
GPA.3307-8658-0039-21161,"Jun 4, 2021",2:32:21 PM PDT,,Charge,,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,premium,beyond1q,US,MO,63501,USD,2.49,0.8218,EUR,2.05,,,,,,,,,,,,,,,,,
GPA.3307-8658-0039-21161,"Jun 4, 2021",2:32:21 PM PDT,,Google fee,,Pathfinder DM tools (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,premium,beyond1q,US,MO,63501,USD,-0.75,0.8218,EUR,-0.62,,,,,,,,,,,,,,,,,
GPA.3368-6856-9896-00962,"Jun 4, 2021",3:05:27 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,ocean,US,MI,48312,USD,5.49,0.8219,EUR,4.51,,,,,,,,,,,,,,,,,
GPA.3368-6856-9896-00962,"Jun 4, 2021",3:05:27 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,ocean,US,MI,48312,USD,-1.65,0.8219,EUR,-1.36,,,,,,,,,,,,,,,,,
GPA.3376-1697-2793-91148,"Jun 4, 2021",4:02:47 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a50,US,OH,45710,USD,3.49,0.8219,EUR,2.87,,,,,,,,,,,,,,,,,
GPA.3376-1697-2793-91148,"Jun 4, 2021",4:02:47 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a50,US,OH,45710,USD,-1.05,0.8219,EUR,-0.86,,,,,,,,,,,,,,,,,
GPA.3348-1605-1820-91855,"Jun 4, 2021",4:03:02 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a50,US,OH,45710,USD,5.49,0.8219,EUR,4.51,,,,,,,,,,,,,,,,,
GPA.3348-1605-1820-91855,"Jun 4, 2021",4:03:02 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a50,US,OH,45710,USD,-1.65,0.8219,EUR,-1.36,,,,,,,,,,,,,,,,,
GPA.3328-5299-8389-18636,"Jun 4, 2021",4:13:47 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,beyond1q,US,WI,53575,USD,3.49,0.8219,EUR,2.87,,,,,,,,,,,,,,,,,
GPA.3328-5299-8389-18636,"Jun 4, 2021",4:13:47 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,beyond1q,US,WI,53575,USD,-1.05,0.8219,EUR,-0.86,,,,,,,,,,,,,,,,,
GPA.3358-4606-5293-89519,"Jun 5, 2021",6:09:12 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,OnePlus7TTMO,US,NY,11210,USD,5.49,0.8219,EUR,4.51,,,,,,,,,,,,,,,,,
GPA.3358-4606-5293-89519,"Jun 5, 2021",6:09:12 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,OnePlus7TTMO,US,NY,11210,USD,-1.65,0.8219,EUR,-1.36,,,,,,,,,,,,,,,,,
GPA.3377-4704-7265-32279,"Jun 5, 2021",9:22:32 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,dream2qlteue,US,NY,11214,USD,5.49,0.8219,EUR,4.51,,,,,,,,,,,,,,,,,
GPA.3377-4704-7265-32279,"Jun 5, 2021",9:22:32 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,dream2qlteue,US,NY,11214,USD,-1.65,0.8219,EUR,-1.36,,,,,,,,,,,,,,,,,
GPA.3304-4336-5527-20730,"Jun 6, 2021",1:19:34 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,mh4x,US,WA,98387,USD,5.49,0.8219,EUR,4.51,,,,,,,,,,,,,,,,,
GPA.3304-4336-5527-20730,"Jun 6, 2021",1:19:34 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,mh4x,US,WA,98387,USD,-1.65,0.8219,EUR,-1.36,,,,,,,,,,,,,,,,,
GPA.3344-6696-4223-55057,"Jun 6, 2021",10:07:35 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,cv1s,US,IN,47542,USD,5.49,0.8219,EUR,4.51,,,,,,,,,,,,,,,,,
GPA.3344-6696-4223-55057,"Jun 6, 2021",10:07:35 AM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,cv1s,US,IN,47542,USD,-1.65,0.8219,EUR,-1.36,,,,,,,,,,,,,,,,,
GPA.3382-7037-6229-59843,"Jun 6, 2021",10:07:55 AM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,cv1s,US,IN,47542,USD,3.49,0.8219,EUR,2.87,,,,,,,,,,,,,,,,,
GPA.3382-7037-6229-59843,"Jun 6, 2021",10:07:55 AM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,cv1s,US,IN,47542,USD,-1.05,0.8219,EUR,-0.86,,,,,,,,,,,,,,,,,
GPA.3396-1567-7412-04185,"Jun 6, 2021",12:28:11 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a71xq,US,FL,34479,USD,5.49,0.8219,EUR,4.51,,,,,,,,,,,,,,,,,
GPA.3396-1567-7412-04185,"Jun 6, 2021",12:28:11 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,a71xq,US,FL,34479,USD,-1.65,0.8219,EUR,-1.36,,,,,,,,,,,,,,,,,
GPA.3335-4420-5330-47365,"Jun 6, 2021",12:28:26 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a71xq,US,FL,34479,USD,3.49,0.8219,EUR,2.87,,,,,,,,,,,,,,,,,
GPA.3335-4420-5330-47365,"Jun 6, 2021",12:28:26 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,a71xq,US,FL,34479,USD,-1.05,0.8219,EUR,-0.86,,,,,,,,,,,,,,,,,
GPA.3328-0983-2825-47529,"Jun 6, 2021",1:36:58 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,redfin,US,NJ,08505,USD,3.49,0.8222,EUR,2.87,,,,,,,,,,,,,,,,,
GPA.3328-0983-2825-47529,"Jun 6, 2021",1:36:58 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,redfin,US,NJ,08505,USD,-1.05,0.8222,EUR,-0.86,,,,,,,,,,,,,,,,,
GPA.3368-6227-5366-18953,"Jun 6, 2021",2:05:47 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,z3q,US,MN,55806,USD,5.49,0.8222,EUR,4.51,,,,,,,,,,,,,,,,,
GPA.3368-6227-5366-18953,"Jun 6, 2021",2:05:47 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,z3q,US,MN,55806,USD,-1.65,0.8222,EUR,-1.36,,,,,,,,,,,,,,,,,
GPA.3302-1460-3276-02946,"Jun 6, 2021",2:44:58 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,bloomq,US,MN,55806,USD,5.49,0.8222,EUR,4.51,,,,,,,,,,,,,,,,,
GPA.3302-1460-3276-02946,"Jun 6, 2021",2:44:58 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,bloomq,US,MN,55806,USD,-1.65,0.8222,EUR,-1.36,,,,,,,,,,,,,,,,,
GPA.3374-8605-6288-43100,"Jun 6, 2021",3:55:04 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,d2q,US,MO,63077,USD,3.49,0.8221,EUR,2.87,,,,,,,,,,,,,,,,,
GPA.3374-8605-6288-43100,"Jun 6, 2021",3:55:04 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,d2q,US,MO,63077,USD,-1.05,0.8221,EUR,-0.86,,,,,,,,,,,,,,,,,
GPA.3373-5708-9153-40138,"Jun 6, 2021",5:13:40 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,crosshatch,US,AZ,85712,USD,5.49,0.82215,EUR,4.51,,,,,,,,,,,,,,,,,
GPA.3373-5708-9153-40138,"Jun 6, 2021",5:13:40 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,crosshatch,US,AZ,85712,USD,-1.65,0.82215,EUR,-1.36,,,,,,,,,,,,,,,,,
GPA.3306-9012-8232-71050,"Jun 6, 2021",7:04:48 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,d2xq,US,NC,27530,USD,5.49,0.822,EUR,4.51,,,,,,,,,,,,,,,,,
GPA.3306-9012-8232-71050,"Jun 6, 2021",7:04:48 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,d2xq,US,NC,27530,USD,-1.65,0.822,EUR,-1.36,,,,,,,,,,,,,,,,,
GPA.3341-7161-1044-52220,"Jun 6, 2021",8:14:13 PM PDT,,Charge,,TicTacToe Livewallpaper PRO,com.vansteinengroentjes.wallpaper.TicTacToePro,0,,OP4B65L1,AU,NSW,2291,AUD,1.05,0.63586,EUR,0.67,,,,,,,,,,,,,,,,,
GPA.3341-7161-1044-52220,"Jun 6, 2021",8:14:13 PM PDT,,Google fee,,TicTacToe Livewallpaper PRO,com.vansteinengroentjes.wallpaper.TicTacToePro,0,,OP4B65L1,AU,NSW,2291,AUD,-0.32,0.63586,EUR,-0.2,,,,,,,,,,,,,,,,,
GPA.3341-7161-1044-52220,"Jun 6, 2021",8:37:48 PM PDT,,Charge refund,Full,TicTacToe Livewallpaper PRO,com.vansteinengroentjes.wallpaper.TicTacToePro,0,,OP4B65L1,AU,NSW,2291,AUD,-1.05,0.63586,EUR,-0.67,,,,,,,,,,,,,,,,,
GPA.3341-7161-1044-52220,"Jun 6, 2021",8:37:48 PM PDT,,Google fee refund,Full,TicTacToe Livewallpaper PRO,com.vansteinengroentjes.wallpaper.TicTacToePro,0,,OP4B65L1,AU,NSW,2291,AUD,0.32,0.63586,EUR,0.2,,,,,,,,,,,,,,,,,
GPA.3303-4769-9627-90855,"Jun 6, 2021",10:41:37 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,gtelwifiue,US,MA,02746,USD,3.49,0.8219,EUR,2.87,,,,,,,,,,,,,,,,,
GPA.3303-4769-9627-90855,"Jun 6, 2021",10:41:37 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,gtelwifiue,US,MA,02746,USD,-1.05,0.8219,EUR,-0.86,,,,,,,,,,,,,,,,,
GPA.3330-7953-0206-36240,"Jun 6, 2021",11:10:53 PM PDT,,Charge,,Character Manager (Complete Reference for Pathfinder),com.vansteinengroentjes.apps.ddpf,1,unlockcharactermanager,dreamlte,DE,,60599,EUR,1.23,1.0,EUR,1.23,,,,,,,,,,,,,,,,,
GPA.3355-5944-4800-95388,"Jun 6, 2021",11:23:43 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,OnePlus6TSingle,US,UT,84318,USD,3.49,0.8218,EUR,2.87,,,,,,,,,,,,,,,,,
GPA.3355-5944-4800-95388,"Jun 6, 2021",11:23:43 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,OnePlus6TSingle,US,UT,84318,USD,-1.05,0.8218,EUR,-0.86,,,,,,,,,,,,,,,,,
GPA.3323-3333-6389-80594,"Jun 7, 2021",12:51:38 AM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,OnePlus6TSingle,US,UT,84318,USD,5.49,0.82255,EUR,4.52,,,,,,,,,,,,,,,,,
